Accession	Protein	Gene	Gene_protein	X152328_BSA_d1_A	X152328_IL13_d1_A	X153087_BSA_d1_A	X153087_IL13_d1_A	X153173_BSA_d2_H	X153173_IL13_d2_H	X153724_BSA_d1_A	X153724_IL13_d1_A	X153741_BSA_d2_H	X153741_IL13_d2_H	X153870_BSA_d1_H	X153870_IL13_d1_H	X154142_BSA_d2_A	X154142_IL13_d2_A	X154417_BSA_d2_A	X154417_IL13_d2_A	X154566_BSA_d1_A	X154566_IL13_d1_A	X154651_BSA_d2_A	X154651_IL13_d2_A	X154711_BSA_d1_A	X154711_IL13_d1_A	X154717_BSA_d1_A	X154717_IL13_d1_A	X154783_BSA_d1_A	X154783_IL13_d1_A	X155404_BSA_d2_H	X155404_IL13_d2_H
CATZ_HUMAN	Cathepsin Z OS=Homo sapiens GN=CTSZ PE=1 SV=1	CTSZ	CTSZ_CATZ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0
GROA_HUMAN	Growth-regulated alpha protein OS=Homo sapiens GN=CXCL1 PE=1 SV=1	CXCL1	CXCL1_GROA	3	2	2	2	3	0	3	3	3	2	4	0	4	2	3	3	1	4	4	1	5	0	0	0	4	0	2	1
CXCL6_HUMAN	C-X-C motif chemokine 6 OS=Homo sapiens GN=CXCL6 PE=1 SV=4	CXCL6	CXCL6_CXCL6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL8_HUMAN	Interleukin-8 OS=Homo sapiens GN=CXCL8 PE=1 SV=1	CXCL8	CXCL8_IL8	2	4	1	2	0	0	0	3	0	2	1	0	0	2	0	2	0	1	2	1	0	0	0	2	2	0	0	0
CYB5_HUMAN	Cytochrome b5 OS=Homo sapiens GN=CYB5A PE=1 SV=2	CYB5A	CYB5A_CYB5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NB5R3_HUMAN	NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3 PE=1 SV=3	CYB5R3	CYB5R3_NB5R3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYC_HUMAN	Cytochrome c OS=Homo sapiens GN=CYCS PE=1 SV=2	CYCS	CYCS_CYC	0	0	0	0	0	2	0	0	1	0	1	0	1	1	5	2	0	1	3	2	1	1	0	0	0	0	2	1
CYFP1_HUMAN	Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 PE=1 SV=1	CYFIP1	CYFIP1_CYFP1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAD1_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens GN=DAD1 PE=1 SV=3	DAD1	DAD1_DAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DAG1_HUMAN	Dystroglycan OS=Homo sapiens GN=DAG1 PE=1 SV=2	DAG1	DAG1_DAG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
DAPL1_HUMAN	Death-associated protein-like 1 OS=Homo sapiens GN=DAPL1 PE=1 SV=2	DAPL1	DAPL1_DAPL1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBNL_HUMAN	Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1	DBNL	DBNL_DBNL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DDAH1_HUMAN	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens GN=DDAH1 PE=1 SV=3"	DDAH1	DDAH1_DDAH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
DDAH2_HUMAN	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens GN=DDAH2 PE=1 SV=1"	DDAH2	DDAH2_DDAH2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB1_HUMAN	DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1	DDB1	DDB1_DDB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OST48_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4	DDOST	DDOST_OST48	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX17_HUMAN	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2	DDX17	DDX17_DDX17	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX31_HUMAN	Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2	DDX31	DDX31_DDX31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DX39A_HUMAN	ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2	DDX39A	DDX39A_DX39A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DECR_HUMAN	"2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens GN=DECR1 PE=1 SV=1"	DECR1	DECR1_DECR	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPTOR_HUMAN	DEP domain-containing mTOR-interacting protein OS=Homo sapiens GN=DEPTOR PE=1 SV=2	DEPTOR	DEPTOR_DPTOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DLDH_HUMAN	"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2"	DLD	DLD_DLDH	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DMXL2_HUMAN	DmX-like protein 2 OS=Homo sapiens GN=DMXL2 PE=1 SV=2	DMXL2	DMXL2_DMXL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNJB1_HUMAN	DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=1 SV=4	DNAJB1	DNAJB1_DNJB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DJB14_HUMAN	DnaJ homolog subfamily B member 14 OS=Homo sapiens GN=DNAJB14 PE=1 SV=1	DNAJB14	DNAJB14_DJB14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DNS2A_HUMAN	Deoxyribonuclease-2-alpha OS=Homo sapiens GN=DNASE2 PE=1 SV=2	DNASE2	DNASE2_DNS2A	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	1	0	0	2	1	0	1	2	0	0	0	0	1
DPP3_HUMAN	Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=2	DPP3	DPP3_DPP3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0
DPYL3_HUMAN	Dihydropyrimidinase-related protein 3 OS=Homo sapiens GN=DPYSL3 PE=1 SV=1	DPYSL3	DPYSL3_DPYL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DSC3_HUMAN	Desmocollin-3 OS=Homo sapiens GN=DSC3 PE=1 SV=3	DSC3	DSC3_DSC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
DESP_HUMAN	Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3	DSP	DSP_DESP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEST_HUMAN	Destrin OS=Homo sapiens GN=DSTN PE=1 SV=3	DSTN	DSTN_DEST	1	2	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	0
DUOX2_HUMAN	Dual oxidase 2 OS=Homo sapiens GN=DUOX2 PE=1 SV=2	DUOX2	DUOX2_DUOX2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYHC1_HUMAN	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	DYNC1H1	DYNC1H1_DYHC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DC1I2_HUMAN	Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3	DYNC1I2	DYNC1I2_DC1I2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DYR1B_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 1B OS=Homo sapiens GN=DYRK1B PE=1 SV=1	DYRK1B	DYRK1B_DYR1B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECH1_HUMAN	"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens GN=ECH1 PE=1 SV=2"	ECH1	ECH1_ECH1	0	0	3	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0
ECHM_HUMAN	"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=ECHS1 PE=1 SV=4"	ECHS1	ECHS1_ECHM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECM1_HUMAN	Extracellular matrix protein 1 OS=Homo sapiens GN=ECM1 PE=1 SV=2	ECM1	ECM1_ECM1	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDF1_HUMAN	Endothelial differentiation-related factor 1 OS=Homo sapiens GN=EDF1 PE=1 SV=1	EDF1	EDF1_EDF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
EF1A1_HUMAN	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	EEF1A1	EEF1A1_EF1A1	6	7	5	5	6	4	6	5	0	5	9	0	5	7	7	8	3	5	5	8	0	3	1	0	5	3	3	7
EF1A3_HUMAN	Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1	EEF1A1P5	EEF1A1P5_EF1A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0
EF1D_HUMAN	Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5	EEF1D	EEF1D_EF1D	2	3	3	1	0	0	2	0	0	2	2	0	2	2	2	4	2	1	2	5	2	2	1	2	1	0	0	3
EF1G_HUMAN	Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3	EEF1G	EEF1G_EF1G	2	0	1	1	0	0	0	1	1	3	3	0	0	1	1	3	0	1	0	0	0	1	0	0	0	1	1	3
EF2_HUMAN	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	EEF2	EEF2_EF2	9	7	5	7	2	0	4	5	0	2	7	3	1	2	6	7	4	11	6	6	4	8	3	4	0	3	0	5
EF2K_HUMAN	Eukaryotic elongation factor 2 kinase OS=Homo sapiens GN=EEF2K PE=1 SV=2	EEF2K	EEF2K_EF2K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBLN3_HUMAN	EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens GN=EFEMP1 PE=1 SV=2	EFEMP1	EFEMP1_FBLN3	0	1	3	0	2	1	0	0	1	1	3	0	2	1	6	4	2	1	6	1	3	0	4	1	0	0	1	1
EFNA1_HUMAN	Ephrin-A1 OS=Homo sapiens GN=EFNA1 PE=1 SV=2	EFNA1	EFNA1_EFNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
EHD1_HUMAN	EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=2	EHD1	EHD1_EHD1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHD4_HUMAN	EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1	EHD4	EHD4_EHD4	3	1	4	0	1	0	1	0	1	0	2	0	1	0	1	1	4	0	2	0	2	0	3	0	0	0	1	0
IF2A_HUMAN	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3	EIF2S1	EIF2S1_IF2A	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
EIF3B_HUMAN	Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3	EIF3B	EIF3B_EIF3B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3H_HUMAN	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	EIF3H	EIF3H_EIF3H	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IF4A1_HUMAN	Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1	EIF4A1	EIF4A1_IF4A1	0	3	3	3	2	1	4	0	0	1	3	0	0	0	2	2	2	0	1	2	3	0	2	0	0	2	1	0
IF4A2_HUMAN	Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2	EIF4A2	EIF4A2_IF4A2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
IF4B_HUMAN	Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=1 SV=2	EIF4B	EIF4B_IF4B	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
IF5A1_HUMAN	Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=1 SV=2	EIF5A	EIF5A_IF5A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IF6_HUMAN	Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1	EIF6	EIF6_IF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
EMAL2_HUMAN	Echinoderm microtubule-associated protein-like 2 OS=Homo sapiens GN=EML2 PE=1 SV=1	EML2	EML2_EMAL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENOA_HUMAN	Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	ENO1	ENO1_ENOA	11	14	14	13	13	14	10	11	6	12	22	4	13	15	14	20	10	13	12	19	19	12	19	15	8	7	8	13
ENOG_HUMAN	Gamma-enolase OS=Homo sapiens GN=ENO2 PE=1 SV=3	ENO2	ENO2_ENOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENOB_HUMAN	Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5	ENO3	ENO3_ENOB	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYEP_HUMAN	Epoxide hydrolase 1 OS=Homo sapiens GN=EPHX1 PE=1 SV=1	EPHX1	EPHX1_HYEP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EPIPL_HUMAN	Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2	EPPK1	EPPK1_EPIPL	0	0	5	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPS8_HUMAN	Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens GN=EPS8 PE=1 SV=1	EPS8	EPS8_EPS8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ES8L1_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 1 OS=Homo sapiens GN=EPS8L1 PE=1 SV=3	EPS8L1	EPS8L1_ES8L1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
ES8L2_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2	EPS8L2	EPS8L2_ES8L2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ERO1A_HUMAN	ERO1-like protein alpha OS=Homo sapiens GN=ERO1A PE=1 SV=2	ERO1A	ERO1A_ERO1A	0	3	3	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	1	2	2	0	3	0	0	0	0
ERP29_HUMAN	Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4	ERP29	ERP29_ERP29	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1
ESTD_HUMAN	S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2	ESD	ESD_ESTD	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
EVPL_HUMAN	Envoplakin OS=Homo sapiens GN=EVPL PE=1 SV=3	EVPL	EVPL_EVPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EWS_HUMAN	RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1	EWSR1	EWSR1_EWS	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0
EZRI_HUMAN	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	EZR	EZR_EZRI	26	13	24	15	20	10	15	10	12	11	31	7	14	10	18	16	20	13	22	13	23	5	31	14	10	7	18	10
TF_HUMAN	Tissue factor OS=Homo sapiens GN=F3 PE=1 SV=1	F3	F3_TF	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FABP5_HUMAN	"Fatty acid-binding protein, epidermal OS=Homo sapiens GN=FABP5 PE=1 SV=3"	FABP5	FABP5_FABP5	2	0	4	0	2	0	0	0	0	0	5	0	0	0	5	1	0	0	2	0	3	0	2	0	0	0	0	0
NIBL1_HUMAN	Niban-like protein 1 OS=Homo sapiens GN=FAM129B PE=1 SV=3	FAM129B	FAM129B_NIBL1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0
F131C_HUMAN	Protein FAM131C OS=Homo sapiens GN=FAM131C PE=1 SV=2	FAM131C	FAM131C_F131C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM3C_HUMAN	Protein FAM3C OS=Homo sapiens GN=FAM3C PE=1 SV=1	FAM3C	FAM3C_FAM3C	3	2	1	1	1	1	0	4	2	0	2	0	1	1	1	3	1	2	3	1	0	1	2	2	0	0	2	0
FAM3D_HUMAN	Protein FAM3D OS=Homo sapiens GN=FAM3D PE=1 SV=1	FAM3D	FAM3D_FAM3D	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
FACD2_HUMAN	Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2	FANCD2	FANCD2_FACD2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCI_HUMAN	Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4	FANCI	FANCI_FANCI	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAS_HUMAN	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	FASN	FASN_FAS	2	2	0	0	0	0	0	0	0	3	0	1	0	3	0	3	0	2	0	2	0	0	0	2	0	7	0	1
FAKD3_HUMAN	"FAST kinase domain-containing protein 3, mitochondrial OS=Homo sapiens GN=FASTKD3 PE=1 SV=2"	FASTKD3	FASTKD3_FAKD3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F16P1_HUMAN	"Fructose-1,6-bisphosphatase 1 OS=Homo sapiens GN=FBP1 PE=1 SV=5"	FBP1	FBP1_F16P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
FCGBP_HUMAN	IgGFc-binding protein OS=Homo sapiens GN=FCGBP PE=1 SV=3	FCGBP	FCGBP_FCGBP	35	121	16	145	13	116	2	112	8	95	15	35	1	106	15	141	13	115	36	129	7	62	8	113	9	64	19	123
FETUB_HUMAN	Fetuin-B OS=Homo sapiens GN=FETUB PE=1 SV=2	FETUB	FETUB_FETUB	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
FUMH_HUMAN	"Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3"	FH	FH_FUMH	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKB1A_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens GN=FKBP1A PE=1 SV=2	FKBP1A	FKBP1A_FKB1A	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLNA_HUMAN	Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	FLNA	FLNA_FLNA	6	3	3	0	0	0	5	7	0	1	6	0	0	1	0	6	0	7	0	1	0	0	0	0	9	5	0	0
FLNB_HUMAN	Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2	FLNB	FLNB_FLNB	10	7	4	6	1	1	4	5	1	6	14	1	1	1	6	13	6	10	6	7	6	4	1	4	5	2	2	2
FLOT1_HUMAN	Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3	FLOT1	FLOT1_FLOT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FINC_HUMAN	Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4	FN1	FN1_FINC	55	16	40	2	28	11	32	7	20	10	36	7	21	3	27	22	37	5	22	1	6	0	9	9	33	14	2	3
FOLR1_HUMAN	Folate receptor alpha OS=Homo sapiens GN=FOLR1 PE=1 SV=3	FOLR1	FOLR1_FOLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FREM1_HUMAN	FRAS1-related extracellular matrix protein 1 OS=Homo sapiens GN=FREM1 PE=1 SV=3	FREM1	FREM1_FREM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FSCN1_HUMAN	Fascin OS=Homo sapiens GN=FSCN1 PE=1 SV=3	FSCN1	FSCN1_FSCN1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
FST_HUMAN	Follistatin OS=Homo sapiens GN=FST PE=1 SV=2	FST	FST_FST	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FSTL1_HUMAN	Follistatin-related protein 1 OS=Homo sapiens GN=FSTL1 PE=1 SV=1	FSTL1	FSTL1_FSTL1	2	0	2	0	1	0	0	0	0	0	2	1	0	2	0	4	3	0	2	1	0	0	0	0	1	0	0	0
FRIH_HUMAN	Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2	FTH1	FTH1_FRIH	0	0	0	0	1	0	0	0	2	1	4	0	2	0	1	1	0	0	2	1	1	0	0	0	2	1	1	1
FRIL_HUMAN	Ferritin light chain OS=Homo sapiens GN=FTL PE=1 SV=2	FTL	FTL_FRIL	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	2	0
FUBP1_HUMAN	Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3	FUBP1	FUBP1_FUBP1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	1
FUCO_HUMAN	Tissue alpha-L-fucosidase OS=Homo sapiens GN=FUCA1 PE=1 SV=4	FUCA1	FUCA1_FUCO	0	0	0	0	1	0	0	2	0	1	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0
FUT3_HUMAN	Galactoside 3(4)-L-fucosyltransferase OS=Homo sapiens GN=FUT3 PE=2 SV=1	FUT3	FUT3_FUT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	1	0	0	0	0	0	0	0	1
FYN_HUMAN	Tyrosine-protein kinase Fyn OS=Homo sapiens GN=FYN PE=1 SV=3	FYN	FYN_FYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
G6PD_HUMAN	Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4	G6PD	G6PD_G6PD	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYAG_HUMAN	Lysosomal alpha-glucosidase OS=Homo sapiens GN=GAA PE=1 SV=4	GAA	GAA_LYAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GALT2_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1	GALNT2	GALNT2_GALT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GALT4_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 4 OS=Homo sapiens GN=GALNT4 PE=1 SV=2	GALNT4	GALNT4_GALT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GANAB_HUMAN	Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3	GANAB	GANAB_GANAB	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0
